ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10015851,HY205151,03/31/2015 02:55:00 PM,046XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2521,025,31,20,06,1144951,1918212,2015,02/10/2018 03:50:01 PM,41.931582515,-87.742747165,"(41.931582515, -87.742747165)"
10015852,HY205080,03/30/2015 12:00:00 PM,048XX W WABANSIA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2533,025,37,25,05,1143758,1910863,2015,02/10/2018 03:50:01 PM,41.911438575,-87.747315846,"(41.911438575, -87.747315846)"
10015856,HY205111,03/31/2015 03:01:00 PM,005XX N MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DEPARTMENT STORE,false,false,1834,018,42,8,10,1177337,1904068,2015,02/10/2018 03:50:01 PM,41.892096977,-87.624164426,"(41.892096977, -87.624164426)"
10015858,HY205139,03/31/2015 02:48:00 PM,046XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0221,002,3,38,08B,1179644,1874192,2015,02/10/2018 03:50:01 PM,41.810062676,-87.616607709,"(41.810062676, -87.616607709)"
10015859,HY205088,03/30/2015 02:00:00 PM,078XX S STATE ST,0810,THEFT,OVER $500,GAS STATION,false,false,0623,006,6,69,06,1177650,1852817,2015,02/10/2018 03:50:01 PM,41.751452878,-87.624567581,"(41.751452878, -87.624567581)"
10015860,HY205186,01/17/2015 10:00:00 AM,053XX S MAY ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,APARTMENT,false,false,0934,009,16,61,10,1169558,1869424,2015,02/10/2018 03:50:01 PM,41.797203629,-87.65373991,"(41.797203629, -87.65373991)"
10015861,HY205150,03/31/2015 02:45:00 PM,0000X N HALSTED ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1224,012,27,28,06,1171049,1900319,2015,02/10/2018 03:50:01 PM,41.881949766,-87.647367397,"(41.881949766, -87.647367397)"
10015862,HY205156,03/31/2015 03:25:00 PM,033XX W DOUGLAS BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,false,false,1021,010,24,29,04B,1154124,1893254,2015,02/10/2018 03:50:01 PM,41.862917066,-87.709704373,"(41.862917066, -87.709704373)"
10015863,HY205014,03/30/2015 10:12:00 PM,038XX N LAKEWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,true,true,1923,019,44,6,06,1166944,1925619,2015,02/10/2018 03:50:01 PM,41.951463521,-87.661713298,"(41.951463521, -87.661713298)"
10015864,HY205136,03/26/2015 07:30:00 PM,016XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,2535,025,30,23,14,1149466,1910591,2015,02/10/2018 03:50:01 PM,41.91058325,-87.726353375,"(41.91058325, -87.726353375)"
10015866,HY205222,03/02/2015 06:00:00 PM,057XX S PEORIA ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,OTHER,false,false,0712,007,16,68,11,1171289,1866701,2015,02/10/2018 03:50:01 PM,41.789693689,-87.647471791,"(41.789693689, -87.647471791)"
10015867,HY205238,03/29/2015 09:00:00 AM,006XX W GRACE ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1925,019,46,6,06,1171140,1925861,2015,02/10/2018 03:50:01 PM,41.952036311,-87.646281883,"(41.952036311, -87.646281883)"
10015868,HY205253,03/27/2015 09:00:00 AM,012XX W BALMORAL AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,2013,020,48,77,06,1167197,1936007,2015,02/10/2018 03:50:01 PM,41.979963115,-87.660483406,"(41.979963115, -87.660483406)"
10015869,HY205233,03/31/2015 04:05:00 PM,036XX W 61ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0823,008,13,65,07,1153070,1863916,2015,02/10/2018 03:50:01 PM,41.782430645,-87.714349398,"(41.782430645, -87.714349398)"
10015870,HY205272,03/31/2015 02:00:00 PM,008XX S STATE ST,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,0123,001,2,32,06,1176487,1896508,2015,02/10/2018 03:50:01 PM,41.871371147,-87.627514417,"(41.871371147, -87.627514417)"
10015871,HY205230,03/31/2015 04:34:00 PM,016XX N CENTRAL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,2531,025,29,25,26,1138790,1910242,2015,02/10/2018 03:50:01 PM,41.909826172,-87.765582036,"(41.909826172, -87.765582036)"
10015872,HY205201,03/31/2015 11:30:00 AM,065XX S WOOD ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,0726,007,15,67,06,1165465,1861348,2015,02/10/2018 03:50:01 PM,41.775129883,-87.668978317,"(41.775129883, -87.668978317)"
10015874,HY205243,03/31/2015 11:30:00 AM,009XX W ARGYLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2024,020,48,3,07,1169195,1933608,2015,02/10/2018 03:50:01 PM,41.973336895,-87.653205626,"(41.973336895, -87.653205626)"
10015875,HY205046,03/31/2015 01:40:00 PM,024XX W BELMONT AVE,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,1921,019,47,5,08A,1159392,1921181,2015,02/10/2018 03:50:01 PM,41.939444419,-87.689596768,"(41.939444419, -87.689596768)"
10015876,HY205244,03/30/2015 11:00:00 PM,045XX W WRIGHTWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2521,025,31,20,06,1145518,1917008,2015,02/10/2018 03:50:01 PM,41.928267888,-87.740694095,"(41.928267888, -87.740694095)"
10015880,HY205091,03/31/2015 02:25:00 PM,006XX W BRIAR PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1934,019,44,6,14,1171532,1921165,2015,02/10/2018 03:50:01 PM,41.939141686,-87.644979531,"(41.939141686, -87.644979531)"
10015881,HY205184,03/31/2015 03:47:00 PM,006XX W DRUMMOND PL,0460,BATTERY,SIMPLE,ALLEY,false,false,1935,019,43,7,08B,1171637,1918027,2015,02/10/2018 03:50:01 PM,41.930528571,-87.64468627,"(41.930528571, -87.64468627)"
10015883,HY205285,03/31/2015 04:50:00 PM,018XX S THROOP ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,true,false,1233,012,25,31,24,1167991,1891317,2015,02/10/2018 03:50:01 PM,41.85731408,-87.658855995,"(41.85731408, -87.658855995)"
10015884,HY205112,03/31/2015 02:55:00 PM,113XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0531,005,9,49,08B,1178812,1829979,2015,02/10/2018 03:50:01 PM,41.688756095,-87.621001903,"(41.688756095, -87.621001903)"
10015886,HY205144,03/27/2015 09:30:00 AM,027XX W NORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1423,014,26,24,14,1158043,1910528,2015,02/10/2018 03:50:01 PM,41.910239494,-87.694846269,"(41.910239494, -87.694846269)"
10015888,HY205275,03/30/2015 04:42:00 PM,120XX S LAFAYETTE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0523,005,9,53,26,1178094,1825051,2015,02/10/2018 03:50:01 PM,41.675249187,-87.623779036,"(41.675249187, -87.623779036)"
10015889,HY205266,03/31/2015 08:00:00 AM,031XX S LITUANICA AVE,0820,THEFT,$500 AND UNDER,CHA APARTMENT,false,false,0913,009,11,60,06,1170821,1883932,2015,02/10/2018 03:50:01 PM,41.836987537,-87.648684435,"(41.836987537, -87.648684435)"
10015890,HY205219,03/31/2015 02:00:00 PM,068XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0332,003,5,43,05,1190725,1859944,2015,02/10/2018 03:50:01 PM,41.770704402,-87.576424864,"(41.770704402, -87.576424864)"
10015892,HY205085,03/30/2015 03:30:00 PM,006XX N LOREL AVE,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,false,false,1524,015,37,25,20,1140560,1903813,2015,02/10/2018 03:50:01 PM,41.892151905,-87.759237747,"(41.892151905, -87.759237747)"
10015894,HY205277,03/28/2015 03:00:00 AM,050XX W ADAMS ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,1533,015,28,25,26,1142763,1898860,2015,02/10/2018 03:50:01 PM,41.878519539,-87.751270347,"(41.878519539, -87.751270347)"
10015895,HY205280,03/31/2015 04:05:00 PM,015XX S SPAULDING AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1021,010,24,29,18,1154616,1892243,2015,02/10/2018 03:50:01 PM,41.860132948,-87.707925318,"(41.860132948, -87.707925318)"
10015896,HY205175,03/31/2015 03:29:00 PM,005XX E MARQUETTE RD,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0321,003,20,42,26,1180791,1861364,2015,02/10/2018 03:50:01 PM,41.774835159,-87.612795064,"(41.774835159, -87.612795064)"
10015897,HY205248,03/31/2015 04:20:00 PM,024XX W FILLMORE ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,1135,011,28,28,03,1160275,1895305,2015,02/10/2018 03:50:01 PM,41.868420382,-87.687067956,"(41.868420382, -87.687067956)"
10015898,HY205245,03/31/2015 02:30:00 PM,046XX W MAYPOLE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,true,false,1113,011,28,25,18,1145327,1901054,2015,02/10/2018 03:50:01 PM,41.884492033,-87.74180024,"(41.884492033, -87.74180024)"
10015900,HY204422,03/30/2015 06:00:00 PM,018XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1233,012,25,31,06,1166656,1891379,2015,02/10/2018 03:50:01 PM,41.857512886,-87.663754421,"(41.857512886, -87.663754421)"
10015901,HY205279,03/31/2015 04:18:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0112,001,42,32,06,1176364,1900524,2015,02/10/2018 03:50:01 PM,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
10015902,HY205083,03/31/2015 06:00:00 AM,012XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0734,007,17,67,14,1169347,1857703,2015,02/10/2018 03:50:01 PM,41.765044369,-87.654852819,"(41.765044369, -87.654852819)"
10015904,HY204694,03/31/2015 08:30:00 AM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0411,004,5,43,06,1188123,1855151,2015,02/10/2018 03:50:01 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
10015905,HY205327,03/31/2015 05:40:00 PM,056XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0712,007,16,68,08B,1170609,1867360,2015,02/10/2018 03:50:01 PM,41.791516918,-87.649945934,"(41.791516918, -87.649945934)"
10015906,HY205101,03/31/2015 02:48:00 PM,046XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,false,0221,002,3,38,08B,1179644,1874192,2015,02/10/2018 03:50:01 PM,41.810062676,-87.616607709,"(41.810062676, -87.616607709)"
10015908,HY205007,02/24/2015 12:00:00 PM,077XX W DEVON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1612,016,41,10,11,1123880,1941880,2015,02/10/2018 03:50:01 PM,41.996902406,-87.819659741,"(41.996902406, -87.819659741)"
10015911,HY205351,03/23/2015 12:30:00 PM,053XX W GRACE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1634,016,38,15,05,1140073,1924748,2015,02/10/2018 03:50:01 PM,41.949608754,-87.760512739,"(41.949608754, -87.760512739)"
10015912,HY205242,03/31/2015 03:50:00 PM,008XX N DRAKE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,true,false,1121,011,27,23,04A,1152563,1905361,2015,02/10/2018 03:50:01 PM,41.896170931,-87.715114536,"(41.896170931, -87.715114536)"
10015913,HY205330,03/30/2015 08:00:00 PM,008XX N SACRAMENTO BLVD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1211,012,26,24,06,1156077,1905265,2015,02/10/2018 03:50:01 PM,41.895837291,-87.702210849,"(41.895837291, -87.702210849)"
10015914,HY205211,03/31/2015 08:30:00 AM,031XX N HARDING AVE,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,false,false,2523,025,31,21,20,1149509,1920617,2015,02/10/2018 03:50:01 PM,41.938094662,-87.725934512,"(41.938094662, -87.725934512)"
10015916,HY205055,03/31/2015 06:00:00 AM,035XX W FRANKLIN BLVD,0810,THEFT,OVER $500,STREET,false,false,1121,011,27,23,06,1152605,1903104,2015,02/10/2018 03:50:01 PM,41.889976668,-87.715020015,"(41.889976668, -87.715020015)"
10015917,HY205255,03/31/2015 04:45:00 PM,053XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,false,false,1622,016,45,11,14,1137343,1935247,2015,02/10/2018 03:50:01 PM,41.978468614,-87.770294412,"(41.978468614, -87.770294412)"
10015918,HY205239,03/31/2015 03:30:00 AM,035XX W FIFTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1133,011,28,27,08B,1153125,1898149,2015,02/10/2018 03:50:01 PM,41.876369338,-87.713241817,"(41.876369338, -87.713241817)"
10015919,HY205342,03/30/2015 10:30:00 PM,114XX S FORRESTVILLE AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,0531,005,9,50,06,1181967,1829010,2015,02/10/2018 03:50:01 PM,41.686024852,-87.609481488,"(41.686024852, -87.609481488)"
10015921,HY205131,03/31/2015 05:30:00 AM,004XX S CLINTON ST,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE,false,false,0121,001,2,28,26,1172798,1898242,2015,02/10/2018 03:50:01 PM,41.8762118,-87.641006667,"(41.8762118, -87.641006667)"
10015922,HY205281,03/31/2015 04:50:00 PM,029XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2514,025,30,19,08B,1136217,1918831,2015,02/10/2018 03:50:01 PM,41.933441724,-87.774828825,"(41.933441724, -87.774828825)"
10015923,HY205050,03/08/2015 01:00:00 PM,023XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,OTHER,false,false,0132,001,2,33,08B,1178880,1889112,2015,02/10/2018 03:50:01 PM,41.85102174,-87.618954852,"(41.85102174, -87.618954852)"
10015924,HY205084,03/31/2015 02:20:00 PM,124XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0532,005,9,53,05,1178836,1822052,2015,02/10/2018 03:50:01 PM,41.667002671,-87.621153909,"(41.667002671, -87.621153909)"
10015925,HY205192,03/31/2015 03:00:00 PM,107XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0513,005,34,49,14,1177179,1833685,2015,02/10/2018 03:50:01 PM,41.6989628,-87.626868934,"(41.6989628, -87.626868934)"
10015928,HY205311,03/31/2015 03:38:00 PM,011XX S MOZART ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,SIDEWALK,true,false,1135,011,28,29,26,1157530,1895007,2015,02/10/2018 03:50:01 PM,41.867658906,-87.697153565,"(41.867658906, -87.697153565)"
10015929,HY205363,03/29/2015 11:00:00 PM,045XX W ARMITAGE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2522,025,31,20,03,1145928,1912908,2015,02/10/2018 03:50:01 PM,41.917009302,-87.739291845,"(41.917009302, -87.739291845)"
10015931,HY205290,03/31/2015 09:46:00 AM,120XX S LAFAYETTE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0523,005,9,53,26,1178094,1825051,2015,02/10/2018 03:50:01 PM,41.675249187,-87.623779036,"(41.675249187, -87.623779036)"
10015932,HY205165,03/31/2015 03:20:00 PM,010XX W 103RD ST,0460,BATTERY,SIMPLE,GAS STATION,false,false,2232,022,34,73,08B,1170999,1836512,2015,02/10/2018 03:50:01 PM,41.706857405,-87.64941498,"(41.706857405, -87.64941498)"
10015933,HY205317,03/31/2015 12:00:00 PM,040XX W 115TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2211,022,19,74,05,1151280,1828011,2015,02/10/2018 03:50:01 PM,41.683936056,-87.721847364,"(41.683936056, -87.721847364)"
10015935,HY205305,03/31/2015 03:50:00 PM,085XX S WOOD ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0614,006,18,71,08B,1165836,1848051,2015,02/10/2018 03:50:01 PM,41.738633189,-87.667995263,"(41.738633189, -87.667995263)"
10015938,HY205331,03/30/2015 02:30:00 PM,012XX N ASHLAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1433,014,1,24,06,1165497,1908438,2015,02/10/2018 03:50:01 PM,41.904348868,-87.667522836,"(41.904348868, -87.667522836)"
10015939,HY205308,03/28/2015 07:30:00 PM,012XX N LAKE SHORE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1824,018,43,8,11,1177057,1908558,2015,02/10/2018 03:50:01 PM,41.904424094,-87.625056598,"(41.904424094, -87.625056598)"
10015940,HY205349,03/30/2015 04:00:00 PM,040XX W WARWICK AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1732,017,30,16,06,1148526,1924615,2015,02/10/2018 03:50:01 PM,41.94908456,-87.729443753,"(41.94908456, -87.729443753)"
10015942,HY205339,03/30/2015 10:00:00 AM,021XX W HOWARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,2424,024,49,1,14,1160802,1950357,2015,02/10/2018 03:50:01 PM,42.019475405,-87.683601252,"(42.019475405, -87.683601252)"
10015944,HY205350,03/28/2015 06:30:00 PM,054XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0934,009,16,61,07,1167922,1868670,2015,02/10/2018 03:50:01 PM,41.795169901,-87.659760995,"(41.795169901, -87.659760995)"
10015945,HY205018,03/31/2015 12:56:00 PM,0000X E ROOSEVELT RD,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,CTA PLATFORM,true,false,0123,001,2,32,04B,1176818,1895074,2015,02/10/2018 03:50:01 PM,41.867428687,-87.626342565,"(41.867428687, -87.626342565)"
10015946,HY205364,03/25/2015 04:00:00 PM,086XX S STONY ISLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,false,true,0412,004,8,45,26,1188419,1848191,2015,02/10/2018 03:50:01 PM,41.738508474,-87.585252246,"(41.738508474, -87.585252246)"
10015947,HY205337,03/31/2015 05:25:00 PM,008XX E 101ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0511,005,8,50,08B,1183563,1838196,2015,02/10/2018 03:50:01 PM,41.71119548,-87.603353891,"(41.71119548, -87.603353891)"
10015948,HY205167,03/31/2015 03:20:00 PM,036XX W 16TH ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SIDEWALK,false,false,1014,010,24,29,08A,1152469,1891802,2015,02/10/2018 03:50:01 PM,41.858965439,-87.715818083,"(41.858965439, -87.715818083)"
10015949,HY205326,03/31/2015 04:53:00 PM,079XX S WOODLAWN AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,ALLEY,true,false,0411,004,8,45,26,1185595,1852450,2015,02/10/2018 03:50:01 PM,41.750262504,-87.595464829,"(41.750262504, -87.595464829)"
10015950,HY205333,03/31/2015 04:40:00 PM,059XX W DIVISION ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,2531,025,29,25,24,1136323,1907377,2015,02/10/2018 03:50:01 PM,41.902008712,-87.774713457,"(41.902008712, -87.774713457)"
10015951,HY205251,03/31/2015 04:31:00 PM,038XX W ROOSEVELT RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1011,010,24,29,08B,1150815,1894433,2015,02/10/2018 03:50:01 PM,41.866217696,-87.721820628,"(41.866217696, -87.721820628)"
10015952,HY205187,03/31/2015 02:00:00 PM,046XX S RICHMOND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0922,009,14,58,14,1157484,1873701,2015,02/10/2018 03:50:01 PM,41.809193694,-87.697901093,"(41.809193694, -87.697901093)"
10015953,HY205369,03/31/2015 05:45:00 PM,002XX S CICERO AVE,2026,NARCOTICS,POSS: PCP,SIDEWALK,true,false,1533,015,28,25,18,1144429,1898442,2015,02/10/2018 03:50:01 PM,41.877341328,-87.745163588,"(41.877341328, -87.745163588)"
10015954,HY205306,03/31/2015 04:53:00 PM,040XX W FOSTER AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1712,017,39,13,06,1148424,1934247,2015,02/10/2018 03:50:01 PM,41.97551745,-87.729569215,"(41.97551745, -87.729569215)"
10015955,HY205270,03/31/2015 05:00:00 PM,105XX S YATES AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,0434,004,10,51,26,1194208,1835638,2015,02/10/2018 03:50:01 PM,41.703921814,-87.564453754,"(41.703921814, -87.564453754)"
10015956,HY205069,03/31/2015 01:45:00 PM,078XX S COLES AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0421,004,7,46,08B,1197782,1853373,2015,02/10/2018 03:50:01 PM,41.752499806,-87.550776298,"(41.752499806, -87.550776298)"
10015958,HY205298,03/31/2015 05:09:00 PM,075XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,false,0421,004,7,43,14,1194504,1855424,2015,02/10/2018 03:50:01 PM,41.758209097,-87.562721211,"(41.758209097, -87.562721211)"
10015959,HY205241,03/31/2015 04:06:00 PM,023XX S BLUE ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1034,010,25,31,08B,1164480,1888642,2015,02/10/2018 03:50:01 PM,41.850048585,-87.671818997,"(41.850048585, -87.671818997)"
10015961,HY205319,03/31/2015 05:18:00 PM,012XX S HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1011,010,24,29,14,1150241,1894225,2015,02/10/2018 03:50:01 PM,41.86565812,-87.723933269,"(41.86565812, -87.723933269)"
10015962,HY205390,03/31/2015 07:45:00 AM,074XX S LUELLA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0333,003,7,43,06,1192501,1856152,2015,02/10/2018 03:50:01 PM,41.760255788,-87.570038199,"(41.760255788, -87.570038199)"
10015963,HY205378,03/31/2015 08:00:00 AM,018XX N WINCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1434,014,32,22,07,1163069,1912184,2015,02/10/2018 03:50:01 PM,41.914679524,-87.676336123,"(41.914679524, -87.676336123)"
10015964,HY205386,03/31/2015 06:00:00 PM,024XX S SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1033,010,12,30,06,1156746,1887693,2015,02/10/2018 03:50:01 PM,41.847604403,-87.700229759,"(41.847604403, -87.700229759)"
10015966,HY205368,03/31/2015 12:00:00 PM,030XX N AVERS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2523,025,30,21,06,1150456,1919964,2015,02/10/2018 03:50:01 PM,41.936284312,-87.722471166,"(41.936284312, -87.722471166)"
10015967,HY205365,03/31/2015 05:30:00 PM,008XX W WELLINGTON AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,false,false,1933,019,44,6,08B,1169981,1920130,2015,02/10/2018 03:50:01 PM,41.936335635,-87.650710119,"(41.936335635, -87.650710119)"
10015968,HY205417,03/28/2015 01:50:00 PM,010XX N FRANCISCO AVE,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1211,012,26,24,06,1156861,1906972,2015,02/10/2018 03:50:01 PM,41.900505589,-87.699285044,"(41.900505589, -87.699285044)"
10015969,HY205413,03/31/2015 08:00:00 AM,034XX W 66TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0831,008,15,66,14,1154632,1860644,2015,02/10/2018 03:50:01 PM,41.773420783,-87.708709737,"(41.773420783, -87.708709737)"
10015970,HY205274,03/31/2015 12:30:00 PM,042XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0214,002,4,36,08B,1184368,1876891,2015,02/10/2018 03:50:01 PM,41.817359509,-87.599196367,"(41.817359509, -87.599196367)"
10015971,HY204986,03/31/2015 10:30:00 AM,003XX N GREEN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1214,012,27,28,06,1170673,1902403,2015,02/10/2018 03:50:01 PM,41.887676641,-87.648687002,"(41.887676641, -87.648687002)"
10015972,HY205346,03/31/2015 05:30:00 PM,060XX S INDIANA AVE,0560,ASSAULT,SIMPLE,STREET,false,true,0311,003,20,40,08A,1178633,1865015,2015,02/10/2018 03:50:01 PM,41.784903215,-87.620594973,"(41.784903215, -87.620594973)"
10015975,HY205320,03/31/2015 04:00:00 PM,008XX N CENTRAL AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1524,015,37,25,07,1138862,1905243,2015,02/10/2018 03:50:01 PM,41.896107009,-87.765439105,"(41.896107009, -87.765439105)"
10015976,HY205309,03/31/2015 05:25:00 PM,005XX E 38TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0212,002,4,35,08B,1180404,1879578,2015,02/10/2018 03:50:01 PM,41.824824859,-87.613654705,"(41.824824859, -87.613654705)"
10015977,HY205314,03/31/2015 05:05:00 PM,036XX S LAKE PARK AVE,0560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,0212,002,4,36,08A,1182233,1881257,2015,02/10/2018 03:50:01 PM,41.829389915,-87.606892634,"(41.829389915, -87.606892634)"
10015978,HY205372,03/31/2015 06:15:00 PM,036XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0212,002,4,35,08B,1180179,1881011,2015,02/10/2018 03:50:01 PM,41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
10015979,HY205265,03/31/2015 02:00:00 PM,002XX W NORTH AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,1814,018,43,7,06,1174063,1910985,2015,02/10/2018 03:50:01 PM,41.911151209,-87.63598179,"(41.911151209, -87.63598179)"
